Name,ISIN,Symbol,Market,Currency,Turnover,MIC
JACQUET METALS,FR0000033904,JCQ,Euronext Paris,EUR,25079.20,XPAR
JCDECAUX,FR0000077919,DEC,Euronext Paris,EUR,2054405.07,XPAR
JDE PEET'S,NL0014332678,JDEP,Euronext Amsterdam,EUR,6740646.56,XAMS
JENOPTIK,DE000A2NB601,4JEN,EuroTLX,EUR,383.60,ETLX
JENSEN-GROUP,BE0003858751,JEN,Euronext Brussels,EUR,984996.40,XBRU
JETBLUE AIRWAYS,US4771431016,4JAM,EuroTLX,EUR,1043.87,ETLX
JINHUI SHIPP TRANS,BMG5137R1088,JIN,Oslo Børs,NOK,195020.58,XOSL
JOHNSON & JOHNSON,US4781601046,4JNJ,EuroTLX,EUR,18029.20,ETLX
JUNGLE21,ES0105636007,MLJ21,Euronext Access Paris,EUR,297570.00,XMLI
JUST EAT TAKEAWAY,NL0012015705,4TKWY,EuroTLX,EUR,572.40,ETLX
JUST EAT TAKEAWAY,NL0012015705,TKWY,Euronext Amsterdam,EUR,32866268.34,XAMS
JUVENTUS FC,IT0005572778,JUVE,Euronext Milan,EUR,2502154105,MTAA
JÆREN SPAREBANK,NO0010359433,JAREN,Oslo Børs,NOK,116666.00,XOSL
K+S,DE000KSAG888,4SDF,EuroTLX,EUR,23676.64,ETLX
KABELWERK EUPEN,BE0049482129,-,Euronext Expert Market,EUR,3456.00,VPXB
KALDVIK,NO0010884794,KLDVK,Euronext Growth Oslo,NOK,310143.40,MERK
KALRAY,FR0010722819,ALKAL,Euronext Growth Paris,EUR,9434443,ALXP
KAUFMAN ET BROAD,FR0004007813,KOF,Euronext Paris,EUR,400382.00,XPAR
KBC,BE0003565737,KBC,Euronext Brussels,EUR,38757268.28,XBRU
KBC ANCORA,BE0003867844,KBCA,Euronext Brussels,EUR,2635847.60,XBRU
KBL EPB - ORD,LU0092281103,-,Euronext Expert Market,EUR,3562.00,VPXB
KBL EPB - PRIV,LU0092281442,-,Euronext Expert Market,EUR,3210.00,VPXB
KELLANOVA,US4878361082,4K,EuroTLX,EUR,220.62,ETLX
KENDRION,NL0000852531,KENDR,Euronext Amsterdam,EUR,100136.22,XAMS
KENMARE RESOURCES,IE00BDC5DG00,KMR,Euronext Dublin,EUR,228976.56,XMSM
KERING,FR0000121485,KER,Euronext Paris,EUR,96258045575,XPAR
KERING,FR0000121485,4KER,EuroTLX,EUR,33669.00,ETLX
KERLINK,FR0013156007,ALKLK,Euronext Growth Paris,EUR,38249968,ALXP
KERRY GROUP PLC,IE0004906560,KRZ,Euronext Dublin,EUR,37059111.6551,XMSM
KEURIG DR PEPPER,US49271V1008,4KDP,EuroTLX,EUR,327.50,ETLX
KEYRUS,FR0004029411,ALKEY,Euronext Growth Paris,EUR,2935.84,ALXP
KEYWARE TECH.,BE0003880979,KEYW,Euronext Brussels,EUR,2074075,XBRU
KID,NO0010743545,KID,Oslo Børs,NOK,3136820.20,XOSL
KINEPOLIS GROUP,BE0974274061,KIN,Euronext Brussels,EUR,525828.85,XBRU
KINGSPAN GROUP PLC,IE0004927939,KRX,Euronext Dublin,EUR,50721428.95,XMSM
KION GROUP,DE000KGX8881,4KGX,EuroTLX,EUR,2205.28,ETLX
KITRON,NO0003079709,KIT,Oslo Børs,NOK,19639258.55,XOSL
KKO INTERNATIONAL,FR0013374667,ALKKO,Euronext Growth Paris,EUR,1627.14,ALXP
KLA-TENCOR,US4824801009,4KLAC,EuroTLX,EUR,3627.50,ETLX
KLARSEN,FR0011038348,ALKLA,Euronext Growth Paris,EUR,23371804,ALXP
KLAVENESS COMBINAT,NO0010833262,KCC,Oslo Børs,NOK,3807584.90,XOSL
KLEA HOLDING,FR0013481835,ALKLH,Euronext Growth Paris,EUR,88509.4144,ALXP
KLEPIERRE,FR0000121964,LI,Euronext Paris,EUR,11942710.10,XPAR
KLEPIERRE REIT,FR0000121964,4LI,EuroTLX,EUR,22522.44,ETLX
KLM,NL0000009645,-,Euronext Expert Market,EUR,71.06,VPXB
KMC PROPERTIES,NO0010360175,KMCP,Oslo Børs,NOK,1645069142,XOSL
KME GROUP,IT0004552359,KME,Euronext Milan,EUR,53336,MTAA
KME GROUP RSP,IT0004552367,KMER,Euronext Milan,EUR,3012.20,MTAA
KOENIG & BAUER,DE0007193500,4SKB,EuroTLX,EUR,267.84,ETLX
KOMPLETT,NO0011016040,KOMPL,Oslo Børs,NOK,772387.00,XOSL
KOMPUESTOS,ES0105425005,ALKOM,Euronext Growth Paris,EUR,1.00,ALXP
KONE,FI0009013403,4KNEBV,EuroTLX,EUR,1036.00,ETLX
KONGSBERG AUTOMOT,NO0003033102,KOA,Oslo Børs,NOK,2918901946,XOSL
KONGSBERG GRUPPEN,NO0013536151,KOG,Oslo Børs,NOK,278171712.70,XOSL
KONINKLIJKE KPN,NL0000009082,4KPN,EuroTLX,EUR,2010.00,ETLX
KPN KON,NL0000009082,KPN,Euronext Amsterdam,EUR,81720989636,XAMS
KRAFT BANK,NO0010815103,KRAB,Euronext Growth Oslo,NOK,196224.30,MERK
KROGER,US5010441013,4KR,EuroTLX,EUR,244.04,ETLX
KRUSO KAPITAL,IT0005573800,KK,Euronext Growth Milan,EUR,1692.00,EXGM
KUMULUS VAPE,FR0013419876,ALVAP,Euronext Growth Paris,EUR,3431.04,ALXP
L'AIR LIQUIDE,FR0000120073,4AI,EuroTLX,EUR,2913.80,ETLX
L'OREAL,FR0000120321,4OR,EuroTLX,EUR,10554.20,ETLX
L'OREAL,FR0000120321,OR,Euronext Paris,EUR,131258255225,XPAR
LA SIA,IT0005555468,LASIA,Euronext Growth Milan,EUR,19970.00,EXGM
LAB FARMACEUT ERFO,IT0005497885,ERFO,Euronext Growth Milan,EUR,7705.00,EXGM
LABO EUROMEDIS,FR0000075343,ALEMG,Euronext Growth Paris,EUR,4.38,ALXP
LACROIX GROUP,FR0000066607,LACR,Euronext Paris,EUR,15214.04,XPAR
LAGARDERE SA,FR0000130213,MMB,Euronext Paris,EUR,586285.25,XPAR
LAM RESEARCH,US5128073062,4LRCX,EuroTLX,EUR,21450.00,ETLX
LANDI RENZO,IT0005619843,LNDR,Euronext Milan,EUR,19035644,MTAA
LANSON-BCC,FR0004027068,ALLAN,Euronext Growth Paris,EUR,6600.00,ALXP
LANXESS,DE0005470405,4LXS,EuroTLX,EUR,34275.00,ETLX
LARGO,FR0013308582,ALLGO,Euronext Growth Paris,EUR,29591.35,ALXP
LATECOERE,FR001400JY13,LAT,Euronext Paris,EUR,8841.8737,XPAR
LAURENT-PERRIER,FR0006864484,LPE,Euronext Paris,EUR,588663.80,XPAR
LAVIDE HOLDING,NL0010545679,LVIDE,Euronext Amsterdam,EUR,2432.96,XAMS
LDC,FR001400SF56,LOUP,Euronext Paris,EUR,329030.40,XPAR
LEBON,FR0000121295,ALBON,Euronext Growth Paris,EUR,12738.60,ALXP
LECTRA,FR0000065484,LSS,Euronext Paris,EUR,1107048.85,XPAR
LEG IMMOBILIEN,DE000LEG1110,4LEG,EuroTLX,EUR,304.88,ETLX
LEGRAND,FR0010307819,LR,Euronext Paris,EUR,81361480.60,XPAR
LEMON SISTEMI,IT0005573438,LS,Euronext Growth Milan,EUR,31850.00,EXGM
LEONARDO,IT0003856405,LDO,Euronext Milan,EUR,125244064.65,MTAA
LEONE FILM GROUP,IT0004973696,LFG,Euronext Growth Milan,EUR,2148.00,EXGM
LEPERMISLIBRE,FR001400F2Z1,ALLPL,Euronext Growth Paris,EUR,3143852,ALXP
LERØY SEAFOOD GP,NO0003096208,LSG,Oslo Børs,NOK,18010880.68,XOSL
LES HOTELS BAVEREZ,FR0007080254,ALLHB,Euronext Growth Paris,EUR,152.00,ALXP
LEVI STRAUSS & CO,US52736R1023,4LEVI,EuroTLX,EUR,4881.10,ETLX
LEXIBOOK LINGUIST.,FR0000033599,ALLEX,Euronext Growth Paris,EUR,424.00,ALXP
LHYFE,FR0014009YQ1,LHYFE,Euronext Paris,EUR,41448.40,XPAR
LIFECARE,NO0013355859,LIFE,Oslo Børs,NOK,284451.59,XOSL
LIGHTHOUSE SPANIS,ES0105825006,-,Euronext Expert Market,EUR,-,VPXB
LIGHTON,FR0013230950,ALTAI,Euronext Growth Paris,EUR,97483545,ALXP
LINDBERGH,IT0005469272,LDB,Euronext Growth Milan,EUR,69315.00,EXGM
LINEDATA SERVICES,FR0004156297,LIN,Euronext Paris,EUR,4839.20,XPAR
LINK MOBILITY GRP,NO0010894231,LINK,Oslo Børs,NOK,50700228875,XOSL
LISI,FR0000050353,FII,Euronext Paris,EUR,1365756.30,XPAR
LITHO FORMAS,PTLIT0AE0005,LIT,Euronext Access Lisbon,EUR,24.40,XMLI
LITIX,IT0005600801,LTX,Euronext Growth Milan,EUR,12860.00,EXGM
LLAMA GROUP,BE0974334667,ALLAM,"Euronext Growth Paris, Brussels",EUR,58395147,
LLEIDA,ES0105089009,ALLLN,Euronext Growth Paris,EUR,10124.98,ALXP
LNA SANTE,FR0004170017,LNA,Euronext Paris,EUR,21802.50,XPAR
LOCASYSTEM INTL,FR0004155208,MLLOI,Euronext Access Paris,EUR,37.70,XMLI
LOCKHEED MARTIN,US5398301094,4LMT,EuroTLX,EUR,63750.00,ETLX
LOGIC INSTRUMENT,FR0000044943,ALLOG,Euronext Growth Paris,EUR,46531.24,ALXP
LOKOTECH GROUP,NO0010921299,LOKO,Euronext Growth Oslo,NOK,2529944.72,MERK
LOKOTECH GROUP TR,NO0013554253,LOKOS,Euronext Growth Oslo,NOK,7760.10,MERK
LOMBARD ET MEDOT,FR0006205019,MLCAC,Euronext Access Paris,EUR,184.60,XMLI
LONGINO&CARDENAL,IT0005337073,LON,Euronext Growth Milan,EUR,6995.00,EXGM
LOTTOMATICA GROUP,IT0005541336,LTMC,Euronext Milan,EUR,12576074.28,MTAA
LOTUS BAKERIES,BE0003604155,LOTB,Euronext Brussels,EUR,2959420.00,XBRU
LOUIS HACHETTE,FR001400TL40,ALHG,Euronext Growth Paris,EUR,2576783.36275,ALXP
LOWES COMPANIES,US5486611073,4LOW,EuroTLX,EUR,740.00,ETLX
LPKF LASER & ELECT,DE0006450000,4LPK,EuroTLX,EUR,255.90,ETLX
LUCIBEL,FR0011884378,ALUCI,Euronext Growth Paris,EUR,750915,ALXP
LUCISANO MEDIA G,IT0004522162,LMG,Euronext Growth Milan,EUR,2296.00,EXGM
LUMEN TECHNOLOGIES,US5502411037,4CYTH,EuroTLX,EUR,3892.50,ETLX
LUMENTUM HOLDINGS,US55024U1097,4LITE,EuroTLX,EUR,2702.58,ETLX
LUMI GRUPPEN,NO0010927288,LUMI,Euronext Growth Oslo,NOK,3495.80,MERK
LUMIBIRD,FR0000038242,LBIRD,Euronext Paris,EUR,536769.60,XPAR
LUVE,IT0005107492,LUVE,Euronext Milan,EUR,159952.65,MTAA
LVMH,FR0000121014,4MC,EuroTLX,EUR,49545.00,ETLX
LVMH,FR0000121014,MC,Euronext Paris,EUR,223412852225,XPAR
LYFT,US55087P1049,4LYFT,EuroTLX,EUR,1538.00,ETLX
LYTIX BIOPHARMA,NO0010405780,LYTIX,Euronext Growth Oslo,NOK,252624.06,MERK
M VEST WATER,NO0010976343,MVW,Euronext Growth Oslo,NOK,44118.52,MERK
MAAT PHARMA,FR0012634822,MAAT,Euronext Paris,EUR,174230.59,XPAR
MACC1X1 SOCIMI,ES0105665006,MLMAC,Euronext Access Lisbon,EUR,-,XMLI
MACOMPTA.FR,FR001400NQB6,MLMCA,Euronext Access Paris,EUR,7020.00,XMLI
MACYS,US55616P1049,4FDO,EuroTLX,EUR,32.07,ETLX
MADE,FR0010328302,MLMAD,Euronext Access Paris,EUR,1534.20,XMLI
MAGILLEM,FR0010827741,MLMGL,Euronext Access Paris,EUR,4884.00,XMLI
MAGIS,IT0005525347,MGS,Euronext Growth Milan,EUR,452611.80,EXGM
MAGNORA,NO0010187032,MGN,Oslo Børs,NOK,1853942.40,XOSL
MAIRE,IT0004931058,MAIRE,Euronext Milan,EUR,2473868.87,MTAA
MAISON CLIO BLUE,FR0011092089,MLCLI,Euronext Access Paris,EUR,336.30,XMLI
MAISONS DU MONDE,FR0013153541,MDM,Euronext Paris,EUR,47455555,XPAR
MAKING SCIENCE,ES0105463006,ALMKS,Euronext Growth Paris,EUR,4172.05,ALXP
MALIN CORP. PLC,IE00BVGC3741,MLC,Euronext Growth Dublin,EUR,4485.40,XMSM
MALTERIES FCO-BEL.,FR0000030074,MALT,Euronext Paris,EUR,12595.00,XPAR
MANITOU BF,FR0000038606,MTU,Euronext Paris,EUR,324284.80,XPAR
MAPFRE,ES0124244E34,4MAP,EuroTLX,EUR,2734.40,ETLX
MAPS,IT0005364333,MAPS,Euronext Growth Milan,EUR,13972.29,EXGM
MAQ ADMON. URBANAS,ES0105447009,MLMAQ,Euronext Access Paris,EUR,8.30,XMLI
MARATHON PETROLEUM,US56585A1025,4MPC,EuroTLX,EUR,8954.00,ETLX
MARE ENGINEERING,IT0005588626,MARE,Euronext Growth Milan,EUR,628618.92,EXGM
MARE NOSTRUM,FR0013400835,ALMAR,Euronext Growth Paris,EUR,11570.22,ALXP
MAROC TELECOM,MA0000011488,IAM,Euronext Paris,EUR,1457.10,XPAR
MARR,IT0003428445,MARR,Euronext Milan,EUR,1818209.52,MTAA
MARRIOTT INTERN,US5719032022,4MAR,EuroTLX,EUR,5875.00,ETLX
MARTIFER,PTMFR0AM0003,MAR,Euronext Lisbon,EUR,82133.74,XLIS
MARVELL TECHNOLOGY,US5738741041,49MW,EuroTLX,EUR,3136.50,ETLX
MARZOCCHI POMPE,IT0004376858,MARP,Euronext Growth Milan,EUR,19695.00,EXGM
MASI AGRICOLA,IT0004125677,MASI,Euronext Growth Milan,EUR,1933.00,EXGM
MASTERCARD,US57636Q1040,4MA,EuroTLX,EUR,486.95,ETLX
MASTRAD,FR0004155687,ALMAS,Euronext Growth Paris,EUR,4240.57,ALXP
MASTRAD BS29,FR0013472446,MASBS,Euronext Growth Paris,EUR,-,ALXP
MATICA FINTEC,IT0005388449,MFT,Euronext Growth Milan,EUR,26532.00,EXGM
MATTEL,US5770811025,4MAT,EuroTLX,EUR,169.60,ETLX
MATVAREEXPRESSEN,NO0013008664,MVE,Euronext Growth Oslo,NOK,38469.00,MERK
MAUNA KEA TECH,FR0010609263,ALMKT,Euronext Growth Paris,EUR,37890.5996,ALXP
MAURAGE,BE0011844108,-,Euronext Expert Market,EUR,22050.00,VPXB
MAUREL ET PROM,FR0000051070,MAU,Euronext Paris,EUR,467881651,XPAR
MAZARO,BE0974404361,MLMAZ,Euronext Access Brussels,EUR,2000.00,ALXB
MBWS,FR0000060873,MBWS,Euronext Paris,EUR,5047.22,XPAR
MBZ (Gen-Jce),BE0010342609,-,Euronext Expert Market,EUR,871.50,VPXB
MCDONALD'S,US5801351017,4MCD,EuroTLX,EUR,16996.80,ETLX
MCEWEN,US58039P3055,4MUX,EuroTLX,EUR,990.00,ETLX
MCPHY ENERGY,FR0011742329,ALMCP,Euronext Growth Paris,EUR,146244.23,ALXP
MECHELEN,BE0101614551,-,Euronext Expert Market,EUR,525.00,VPXB
MEDIA 6,FR0000064404,EDI,Euronext Paris,EUR,10.70,XPAR
MEDIA CAPITAL,PTGMC0AM0003,MCP,Euronext Lisbon,EUR,162.00,XLIS
MEDIA LAB,IT0005324105,MLLAB,Euronext Access Paris,EUR,33.80,XMLI
MEDIANTECHNOLOGIES,FR0011049824,ALMDT,Euronext Growth Paris,EUR,530975796,ALXP
MEDINCELL,FR0004065605,MEDCL,Euronext Paris,EUR,1280087205,XPAR
MEDIOBANCA,IT0000062957,MB,Euronext Milan,EUR,102104032.08,MTAA
MEDISTIM,NO0010159684,MEDI,Oslo Børs,NOK,688824.00,XOSL
MEDTRONIC,IE00BTN1Y115,4MDT,EuroTLX,EUR,1091.40,ETLX
MEGLIOQUESTO,IT0005450173,MQSPA,Euronext Growth Milan,EUR,6740.91,EXGM
MELEXIS,BE0165385973,MELE,Euronext Brussels,EUR,5748893.35,XBRU
MELHUS SPAREBANK,NO0006001908,MELG,Oslo Børs,NOK,233135.60,XOSL
MEMSCAP REGPT,FR0010298620,MEMS,Euronext Paris,EUR,121896225,XPAR
MERCEDES-BENZ G.,DE0007100000,4MBG,EuroTLX,EUR,5212.00,ETLX
MERCIALYS,FR0010241638,MERY,Euronext Paris,EUR,3122952.68,XPAR
MERCK,DE0006599905,4MRK,EuroTLX,EUR,11175.00,ETLX
MERCK & CO.,US58933Y1055,4MRKX,EuroTLX,EUR,69.80,ETLX
MERIDIA RE IV,ES0105559001,MLMIV,Euronext Access Paris,EUR,-,XMLI
MERLIN PROPERTIES,ES0105025003,MRL,Euronext Lisbon,EUR,11.67,XLIS
MERSEN,FR0000039620,MRN,Euronext Paris,EUR,822322.35,XPAR
MESSER BELGIUM,BE0003222214,-,Euronext Expert Market,EUR,-,VPXB
MET.EXTRA GROUP,IT0005481855,MET,Euronext Milan,EUR,22289.45,MTAA
META PLATFORMS,US30303M1027,4FB,EuroTLX,EUR,32741.50,ETLX
METALEN GALLER,BE0038785821,-,Euronext Expert Market,EUR,206000.00,VPXB
METALLIANCE,FR0010492181,MLETA,Euronext Access Paris,EUR,544.00,XMLI
METAVISIO,FR00140066X4,ALTHO,Euronext Growth Paris,EUR,33592.4417,ALXP
METHANOR,FR0011217710,ALMET,Euronext Growth Paris,EUR,1469.96,ALXP
METRICS IN BALANCE,BE0974328602,MLMIB,Euronext Access Paris,EUR,132.00,XMLI
METRIKS AI,IT0005651481,MTK,Euronext Growth Milan,EUR,4000.00,EXGM
METROPOLE TV,FR0000053225,MMT,Euronext Paris,EUR,929303.46,XPAR
MEVIM,IT0005586950,MEV,Euronext Growth Milan,EUR,369.60,EXGM
MEXEDIA,IT0005450819,ALMEX,Euronext Growth Paris,EUR,61696.80,ALXP
MFE A,NL0015001OI1,MFEA,Euronext Milan,EUR,1770357288,MTAA
MFE B,NL0015001OJ9,MFEB,Euronext Milan,EUR,621617368,MTAA
MG INTERNATIONAL,FR0010204453,ALMGI,Euronext Growth Paris,EUR,257.40,ALXP
MGI DIGITAL GRAPHI,FR0010353888,ALMDG,Euronext Growth Paris,EUR,44200.94,ALXP
MICHELIN,FR001400AJ45,ML,Euronext Paris,EUR,61294216085,XPAR
MICROCHIP TECHNOL,US5950171042,4MCHP,EuroTLX,EUR,2622.00,ETLX
MICRON TECHNOLOGY,US5951121038,4MU,EuroTLX,EUR,9266.30,ETLX
MICROSOFT CORP,US5949181045,4MSFT,EuroTLX,EUR,10802.50,ETLX
MicroStrategy,US5949724083,4MSTR,EuroTLX,EUR,3146.40,ETLX
MICS PARTNERS,BE0010610377,-,Euronext Expert Market,EUR,-,VPXB
MIGUET ET ASSOCIES,FR0010500363,MLNMA,Euronext Access Paris,EUR,234.00,XMLI
MIKO,BE0003731453,MIKO,Euronext Brussels,EUR,10120.00,XBRU
MILIBOO,FR0013053535,ALMLB,Euronext Growth Paris,EUR,4079.74,ALXP
MINCON GROUP PLC,IE00BD64C665,MIO,Euronext Growth Dublin,EUR,3378.02,XMSM
MINT,FR0004172450,ALMIN,Euronext Growth Paris,EUR,135153.30,ALXP
MISITANO STRACUZZI,IT0005603078,MS,Euronext Growth Milan,EUR,3329.28,EXGM
MIT SIM,IT0005427510,MTS,Euronext Growth Milan,EUR,34596.00,EXGM
MKB Nedsense,NL0009312842,NEDSE,Euronext Amsterdam,EUR,1746592,XAMS
MODERNA,US60770K1079,4MRNA,EuroTLX,EUR,8430.00,ETLX
MOLTIPLY GROUP,IT0004195308,MOL,Euronext Milan,EUR,948102.20,MTAA
MON COURTIER ENERG,FR001400H3A0,ALMCE,Euronext Growth Paris,EUR,3003.90,ALXP
MONCEY (FIN.) NOM.,FR001400SU99,FMONC,Euronext Paris,EUR,19077.50,XPAR
MONCLER,IT0004965148,MONC,Euronext Milan,EUR,45524444.87,MTAA
MONDADORI EDIT,IT0001469383,MN,Euronext Milan,EUR,470108.87,MTAA
MONDELEZ INTERN,US6092071058,4MDLZ,EuroTLX,EUR,8100.40,ETLX
MONDO TV,IT0001447785,MTV,Euronext Milan,EUR,62486.1674,MTAA
MONDO TV FRANCE,FR0011443266,MTVFR,Euronext Growth Milan,EUR,468.00,EXGM
MONNALISA,IT0005338139,MNL,Euronext Growth Milan,EUR,2259.00,EXGM
MONTEA,BE0003853703,MONT,"Euronext Brussels, Paris",EUR,1342867.60,
MONTEPINO LOGISTIC,ES0105549002,MLMTP,Euronext Access Paris,EUR,9500.00,XMLI
MONUMENTAL RES,PTMNN0AE0006,MLMR,Euronext Access Lisbon,EUR,-,XMLI
MOPOLI,NL0000488153,MOP,Euronext Brussels,EUR,3840.00,XBRU
MOPOLI FOND,NL0000488161,MOPF,Euronext Brussels,EUR,7750.00,XBRU
MOREFIELD GROUP,CWN814651014,MORE,Euronext Amsterdam,EUR,137.99,XAMS
MORELD,NO0013325506,MORLD,Oslo Børs,NOK,5484486.08,XOSL
MORGAN STANLEY,US6174464486,4MS,EuroTLX,EUR,3844.00,ETLX
MORROW BANK,NO0010694029,MOBA,Oslo Børs,NOK,1764401.20,XOSL
MOTA ENGIL,PTMEN0AE0005,EGL,Euronext Lisbon,EUR,3686453398,XLIS
MOTORK,GB00BMXH3352,MTRK,Euronext Amsterdam,EUR,19725.97,XAMS
MOTOROLA SOLUTIONS,US6200763075,4MSI,EuroTLX,EUR,365.90,ETLX
MOULINVEST,FR0011033083,ALMOU,Euronext Growth Paris,EUR,8132.90,ALXP
MOURY CONSTRUCT,BE0003602134,MOUR,Euronext Brussels,EUR,6534.00,XBRU
MOWI,NO0003054108,MOWI,Oslo Børs,NOK,92843864.70,XOSL
MPC CONTAINER SHIP,NO0010791353,MPCC,Oslo Børs,NOK,73265121.85,XOSL
MPC ENERGY SOLUTIO,NL0015268814,MPCES,Euronext Growth Oslo,NOK,244426.45,MERK
MR BRICOLAGE,FR0004034320,ALMRB,Euronext Growth Paris,EUR,5835.12,ALXP
MTU AERO ENGINES,DE000A0D9PT0,4MTX,EuroTLX,EUR,365.60,ETLX
MULTICONSULT,NO0010734338,MULTI,Oslo Børs,NOK,2149100.00,XOSL
MUNIC,FR0013462231,ALMUN,Euronext Growth Paris,EUR,26412598,ALXP
MUNICH RE,DE0008430026,4MUV2,EuroTLX,EUR,16385.00,ETLX
MUTTER VENTURES,ES0105697009,MLMUT,Euronext Access Paris,EUR,70.00,XMLI
MYHOTELMATCH,FR001400IE67,MHM,Euronext Paris,EUR,14614,XPAR
MÅSØVAL,NO0010974983,MAS,Euronext Growth Oslo,NOK,338534.80,MERK
NACON,FR0013482791,NACON,Euronext Paris,EUR,141793793,XPAR
NAI ORD SHARES,NL0015000CG2,NAI,Euronext Amsterdam,EUR,2287.50,XAMS
NAI TREAS SHARES,NL0015000CF4,NAITR,Euronext Amsterdam,EUR,-,XAMS
NAI WARRANTS,NL0015000CH0,NAIW,Euronext Amsterdam,EUR,9.96,XAMS
NAMR,FR0014003J32,ALNMR,Euronext Growth Paris,EUR,271.66,ALXP
NANOBIOTIX,FR0011341205,NANO,Euronext Paris,EUR,2913966.49,XPAR
NAPATECH,DK0060520450,NAPA,Oslo Børs,NOK,838187.25,XOSL
NATURGY ENERGY GR,ES0116870314,4NTGY,EuroTLX,EUR,1043.86,ETLX
NAVAMEDIC,NO0010205966,NAVA,Oslo Børs,NOK,138634.50,XOSL
NEDAP,NL0000371243,NEDAP,Euronext Amsterdam,EUR,2015710.65,XAMS
NEKKAR,NO0003049405,NKR,Oslo Børs,NOK,443661.32,XOSL
NEL,NO0010081235,NEL,Oslo Børs,NOK,8127597512,XOSL
NEMETSCHEK,DE0006452907,4NEMX,EuroTLX,EUR,557.40,ETLX
NEODECORTECH,IT0005275778,NDT,Euronext Milan,EUR,13687.80,MTAA
NEOLIFE,FR0011636083,ALNLF,Euronext Growth Paris,EUR,42.36,ALXP
NEOSPERIENCE,IT0005497018,NSP,Euronext Growth Milan,EUR,19192.00,EXGM
NEOVACS,FR0014010856,ALNEV,Euronext Growth Paris,EUR,18914655,ALXP
NEPI ROCKCASTLE,NL0015000RT3,NRP,Euronext Amsterdam,EUR,65537.88,XAMS
NESTE,FI0009013296,4NESTE,EuroTLX,EUR,13225.00,ETLX
NETFLIX,US64110L1061,4NFLX,EuroTLX,EUR,3159.60,ETLX
NETGEM,FR0004154060,ALNTG,Euronext Growth Paris,EUR,4260.06,ALXP
NETMEDIA GROUP,FR001400RF99,ALNMG,Euronext Growth Paris,EUR,3782795,ALXP
NETWEEK,IT0005545675,NTW,Euronext Milan,EUR,24379.2268,MTAA
NEUFCOUR-FIN.,BE0003680916,MLNEU,Euronext Access Brussels,EUR,31.20,ALXB
NEURONES,FR0004050250,NRO,Euronext Paris,EUR,223330.55,XPAR
NEUROSOFT,GRS802003004,NRST,Euronext Growth Milan,EUR,25040.00,EXGM
NEW SOURCES ENERGY,NL0009822014,NSE,Euronext Amsterdam,EUR,244.20,XAMS
NEWMONT,US6516391066,4NEM,EuroTLX,EUR,8712.00,ETLX
NEWPRINCES,IT0005385213,NWL,Euronext Milan,EUR,1821990.70,MTAA
NEWTREE,BE0003832491,NEWT,Euronext Access Brussels,EUR,1498.00,ALXB
NEXANS,FR0000044448,NEX,Euronext Paris,EUR,14628098.00,XPAR
NEXI,IT0005366767,NEXI,Euronext Milan,EUR,33833231.10,MTAA
NEXITY,FR0010112524,NXI,Euronext Paris,EUR,1159730.6775,XPAR
NEXT BIOMETRICS GP,NO0010629108,NEXT,Oslo Børs,NOK,222662.06,XOSL
NEXT GEOSOLUTIONS,IT0005594418,NXT,Euronext Growth Milan,EUR,336750.00,EXGM
NEXT RE,IT0005330516,NR,Euronext Milan,EUR,2400.00,MTAA
NEXTEDIA,FR0004171346,ALNXT,Euronext Growth Paris,EUR,10682934,ALXP
NEXTENSA,BE0003770840,NEXTA,Euronext Brussels,EUR,88425.60,XBRU
NextEra Energy,US65339F1012,4NEE,EuroTLX,EUR,492.24,ETLX
NFL BIOSCIENCES,FR0014003XT0,ALNFL,Euronext Growth Paris,EUR,58661384,ALXP
NICOX,FR0013018124,ALCOX,Euronext Growth Paris,EUR,308974.01,ALXP
NICOX BSA,FR001400QEQ3,NICBS,Euronext Growth Paris,EUR,1452931,ALXP
NIDAROS SPAREBANK,NO0010733082,NISB,Euronext Growth Oslo,NOK,5136.00,MERK
NIKE,US6541061031,4NKE,EuroTLX,EUR,6415.00,ETLX
NMC,BE0035966762,-,Euronext Expert Market,EUR,40510.80,VPXB
NN GROUP,NL0010773842,4NN,EuroTLX,EUR,1111.60,ETLX
NN GROUP,NL0010773842,NN,Euronext Amsterdam,EUR,33434481.77,XAMS
NOKIA,FI0009000681,NOKIA,Euronext Paris,EUR,3413157786,XPAR
NOKIA CORPORATION,FI0009000681,4NOKIA,EuroTLX,EUR,17023.12,ETLX
NOKIAN RENKAAT,FI0009005318,4TYRES,EuroTLX,EUR,628.31,ETLX
NORAM DRILLING,NO0010360019,NORAM,Euronext Growth Oslo,NOK,1547867.20,MERK
NORBIT,NO0010856511,NORBT,Oslo Børs,NOK,8508731.00,XOSL
NORCOD,NO0010892912,NCOD,Euronext Growth Oslo,NOK,65885.50,MERK
NORCONSULT,NO0013052209,NORCO,Oslo Børs,NOK,9083423.50,XOSL
NORDEA BANK,FI4000297767,4NDA,EuroTLX,EUR,12390.00,ETLX
NORDEX,DE000A0D6554,4NDX,EuroTLX,EUR,2001.25,ETLX
NORDHEALTH A-AKSJE,NO0011002651,NORDH,Euronext Growth Oslo,NOK,163150.00,MERK
NORDIC AQUA PART,NO0012928805,NOAP,Euronext Growth Oslo,NOK,245228.40,MERK
NORDIC FINANCIALS,NO0012958539,NOFIN,Euronext Expand Oslo,NOK,775128.7107,XOAS
